"Chiste","Anotación"
"Un amigo le pregunta a Tanainas:      —¿Tanainas, por qué hace muchos días que no vemos a tu abuelita?      —Es que cuando mi abuela tenía sesenta años, el médico le recomendó que caminara cinco kilómetros diarios …      —¿Y?      —¡Que ahora tiene noventa, y no sabemos dónde está!","4"
"Están viendo televisión. Sale en la pantalla un leopardo y un compadre le dice a otro:      «¡Mire, compadre, un Leopoldo!»      El otro lo corrige:      «¡No se dice Leopoldo, sino Leonardo! Prenuncie bien si no lo cretican».  ","4"
"Benito le pregunta a su papá:      —¿Papi, los tiburones comen sardinas?      —¡Sí, mi amor!      —¿Y cómo hacen para abrir las latas?  ","4"
"Dos borrachos beben en la fiesta. Uno se arrima al otro y le dice:      «Compadre, no beba más que ya tiene cuatro ojos y dos bocas».  ","5"
"Bebiendo en la barra del bar, de pronto se deja caer desgonzado en el piso debido a la tremenda borrachera que tiene. Sale arrastrándose de la taberna, pasa la calle arrastrándose hasta llegar a su casa, pasa el antejardín arrastrándose, llega hasta la puerta de su casa arrastrándose, abre la puerta y entra a su casa arrastrándose, sube las escaleras arrastrándose, llega a su habitación arrastrándose, se sube a su cama arrastrándose, y se queda dormido. Al día siguiente, la mujer le recrimina:      —Muy bonita la borrachera que tenías anoche, ¿no?      —¡No, mi amor! —intenta justificarse—. ¡Yo no llegué borracho!      —¡Cómo que no! Ahorita llamaron de la taberna para decir que dejaste olvidada la silla de ruedas junto a la barra.","4"
"La mujer regaña al borracho por llegar muy alcoholizado a casa. El borracho decididamente le dice a su esposa:      «Mi amor, no me regañe, que voy a dejar de beber por seis meses en un año. Ya lo decidí».      La incrédula mujer le dice:      «Yo no le voy a creer, pues muchas veces me ha prometido que dejará la bebida, ¡y nunca lo hace!»      «¡Va a ver mi amor, va a ver que está vez es en serio. Dejaré de beber por seis meses en un año».      Al día siguiente, el hombre llega como hacía mucho tiempo no lo hacía, en sano juicio. La señora se pone muy contenta pensando que el esposo permanecería así por seis meses, pero para sorpresa suya, al siguiente día llega con una tremenda borrachera. Así que le recrimina:      «¡Desgraciado! ¿Acaso no dijo que dejaría de beber durante seis meses?»      «¡Y lo estoy cumpliendo! ¡Hoy bebo, mañana no; un día sí, un día no! Eso son seis meses en un año».","5"
"Entra una mujer un tanto fea a la sección de cosméticos:      «Señor, hágame el favor y me vende una crema para embellecer». Asombrado, el que la atiende saca la mejor de las cremas para embellecer y le dice a la fea:      «Mire, esta crema es muy buena, ¡pero tanto, tanto, no creo!»","4"
"¿Cuál es el colmo de un libro?      Que en el otoño se le caigan las hojas.","5"
"Él estaba muy necesitado de dinero, sin un centavo. Caminaba por la calle y pateaba latas hasta que, de pronto, se encuentra un Cristo de oro. Contento lo levanta y mira al cielo diciendo: «¡Gracias, Dios mío! Yo no seré como Judas, que te vendió … yo solo te voy a empeñar».","4"
"—¿Es la telefónica?      —Sí, ¿en qué puedo servirle?      —Es que el cable de mi teléfono está un poco largo, ¿podrían tirar desde esa punta?","4"
"  Dos amigos están en un balneario. Uno de ellos está dentro de la piscina y el otro, totalmente vestido, en la parte de afuera. El nadador le pregunta al otro:      «¡Oiga!, ¿es que usted no nada nada?      «¡Es que no traje, traje!»","4"
" Para qué sirve el ombligo      Yo no sé cómo consigo      Darle a esto explicación      Servirá si no les miento      Solo de almacenamiento      De las motas de algodón.","4"
"Un niño le dice a su amigo:  —¿Sabes cómo convertir a un burro en una burra?  —Ni idea —contesta el otro.  —Pues lo metes en el armario hasta que sea-burra.","4"
" Un hombre va por la calle fumando y se encuentra con su amigo que le dice:      —Hola. ¿De dónde vienes?      —Vengo de una consulta con el doctor que me quitó las ganas de fumar.      —¿Le quitó las ganas de fumar? ¡Pero si lo veo fumando!      —¡Ah, sí, pero sin ganas!","4"
" A un político le dicen «Semana Santa», porque en marzo o abril «cae».      A otro político corrupto le dicen «Limón»: mientras más lo investigan, más «propiedades» le encuentran.","5"
" El viejito está donde el médico. El facultativo le hace una pregunta:      —Dígame, anciano, ¿cuánto pesa usted?      —¿Con gafas o sin gafas, doctor?      —Pues … ¡con gafas!      —¡Setenta y cinco kilos!      —¿Y sin gafas?      —¡No sé! ¡No alcanzo a ver la báscula!","4"
"En el zoo, delante de una jaula de aves, una maestra les pregunta a sus alumnos:  —Cuando hace frío en el norte vuelan aquí para aprovechar el sol. ¿Quiénes son?  Un niño levanta la mano y contesta:  —¡Los turistas!","5"
"Una familia se va de vacaciones en coche. Ya en la carretera, ven un letrero que pone «Disminuya a 60 km». El padre, al ver la señal, reduce la velocidad. Al cabo de un rato ven otro letrero que pone «Disminuya a 40 km». Otra vez el padre reduce la velocidad. A los cinco minutos ven otro cartel que pone «Disminuya a 20 km». El padre, desesperado, todavía va más despacio. Al cabo de un par de horas, cansados de ir tan despacio, ven otro cartel que pone «Bienvenidos a Disminuya».","5"
"Durante un crucero vacacional, un niño le dice a su padre:  —Papá, papá, vienen doce naves hacia nosotros.  —¿Una flota? —pregunta el padre.  Y el niño contesta:  —No solo una, papá. Flotan todas.","5"
"Un padre y su hijo pasean por el campo a la luz de la luna llena y el padre le pregunta a su hijo:  —¿Crees que puede haber habitantes en la Luna?  Y el hijo responde:  —Claro papá. ¿No ves que tienen la luz encendida?","5"
"Una niña que hace tiempo que quiere ir a Nueva York le pide a su madre:  —¿Por qué no podemos ir mañana y volver el lunes?  —Ya te lo he dicho, hija. Porque se tarda muchísimo en hacer el viaje.  La niña, nada satisfecha con la respuesta de la madre, decide llamar por teléfono a la agencia de viajes:  —Hola señorita, me gustaría saber cuánto se tarda en ir desde España hasta Nueva York.  La encargada, que tiene que consultar lo que le está pidiendo la niña, le dice:  —Un segundo.  —¡Bieeeen! —grita la niña.","5"
"Una niña regresa al colegio después de viajar a Eurodisney y su amiga le pregunta:  —¿Y qué tal? Me han dicho que aquel parque está muy bien.  —No creas. Nada más llegar vimos unos ratones enormes.","4"
"Dos madres se encuentran para hablar de las actividades extraescolares de sus hijos y una le pregunta a la otra:  —¿Cómo le van los estudios de violín a tu hijo?  —Ahora le han pagado una beca para terminar los estudios en Austria.  —¿Quién, el gobierno?  —No, los vecinos.","5"
"Una vez iba mamá globo con su hijo globito paseando por el desierto. De repente, el hijo globito le dice a su mamá:  —¡Mamá, mamá, mira un cactusssssssssssssssssssssssssssssssss………..!","4"
"Había una vez un jugador tan malo, pero tan malo, que cuando metió un gol, en la repetición lo falló.","4"
"Un niño entra en una juguetería, escoge un canguro de peluche, se dirige a la cajera y le entrega un billete del Monopoly.  —Cariño —le dice la cajera, amablemente—, esto no es dinero de verdad.  Y el niño contesta:  —Ya, el canguro tampoco.","4"
"Estaban los niños en una fiesta de cumpleaños cuando la madre dice:  —Vamos a tomar una foto sin flash.  Flash se molestó y se fue.","4"
"Una familia decide hacer un viaje en helicóptero y una vez dentro, el hijo pequeño dice:  —¡Con el calor que hace aquí y han puesto el ventilador fuera!","5"
"En clase de seguridad vial, el profesor pregunta a los alumnos:  —¿Qué significa un triángulo con el dibujo de dos niños corriendo con la cartera en la mano?  —Que salen del colegio —contesta una niña.  —Pero también puede ser que entren en el colegio, ¿no? —pregunta el profesor.  Y la niña contesta:  —No, porque los niños están corriendo.","4"
"Un revisor de tren está revisando los billetes de los pasajeros, hasta que llega a Juanito y le dice:  —¿Cómo viajas en primera clase si tu billete es de tercera?  Y Juanito contesta:  —Comodísimo, oiga.","5"
"¿Qué clase de coche lleva Santa Claus?  Un Reno-LT.","5"
"Un caracol cruza la calle y lo atropella una tortuga. Cuando despierta en el hospital, el médico le pregunta:  —¿Cómo ocurrió todo?  Y el caracol le responde:  —No sé, ¡fue todo tan rápido!","5"
"Dos niñas están leyendo un libro y una le pregunta a la otra:  —¿Qué significa esta palabra?  La amiga contesta:  —Cuál.  Y la otra le dice:  —Gracias. ¿Y esta otra?","4"
"En clase están estudiando los tiempos verbales.  La profe pone ejemplos y pregunta a los niños:  —«Yo era rica» es….  Y una niña contesta:  —Pasado.  —Muy bien Lisa. Y si digo: «Yo soy hermosa», ¿qué es?  Y se oye un alumno que dice:  —¡Mentira!","5"
"Un niño le dice a su compañero:  —¿Tú sabes cuál es la palabra más larga del diccionario?  Y este le contesta:  —Arroz, porque empieza con «a» y termina con «z».","4"
"Una niña un poco gordita que sigue una dieta muy estricta está mirando una foto de una ballena en el libro y le pregunta a la profesora:  —Señorita, no lo entiendo: la ballena se pasa el día entero nadando, se alimenta solo con agua y pescado… ¡y está gordísima!","4"
"¿Cómo se dice «piloto de avión» en japonés?  —Popoko Memato.","5"
"Era un caballo tan vago, tan vago, tan vago, que cuando le ponían la silla de montar, se sentaba en ella.","4"
"En clase de ciencias la maestra le pregunta a una alumna:  —Elena, ¿cuál es el animal que anda con una pata?  Y Elena contesta:  —El pato.","4"
"El primer día de clase un profe nuevo se presenta ante los alumnos:  —Buenos días. Mi apellido es Largo.  Y un niño le dice:  —No importa, tenemos tiempo. ","4"
"Laurita le pregunta a la señorita:  —Señu, ¿verdad que no se puede castigar a alguien por algo que no ha hecho?  —No, claro que no —responde la maestra.  Y Laurita responde:  —Estupendo, porque hoy no he hecho los deberes.","3"
"El profesor le pregunta a Juanito:  —A ver, Juanito, ¿qué te pasa si te corto una oreja?  —Pues que me quedo medio sordo —contesta el niño.  —¿Y si te corto la otra?  —Pues que me quedo ciego.  —¿Cómo? —pregunta desconcertado el profesor.  —Hombre, porque se me caerían las gafas. ","3"
"Antes de salir al recreo el profe reparte las notas de un examen.  —Hugo, un 10. Juan, un 6. Álex, un 0.  —Oiga profe —se queja Álex—, ¿por qué me ha puesto un cero?  —Porque has copiado el examen de Juan.  —¿Y usted cómo lo sabe?  —Porque en la última pregunta Juan escribió «Esa no me la sé», y tú has puesto «Yo tampoco». ","3"
"La profesora le pregunta a Marieta:  —¿Qué es un caníbal?  Y Marieta contesta:  —No sé, profe.  Pero la maestra insiste:  —A ver, si tú te comes a tus padres, ¿qué eres?  Y la alumna contesta:  —Huérfana, profe, huérfana. ","3"
"A la hora del recreo, un niño le pregunta al alumno nuevo:  —¿Tu padre trabaja?  Y el otro contesta:  —Está intentando entrar en un banco.  —¿Por enchufe?  —No, por un agujero en la pared.","3"
"En clase de ciencias el maestro pregunta:  —Lucía, ¿qué pasa si dejamos un pedazo de hierro al aire libre?  —Que se oxida, profe —contesta la niña.  —Muy bien. ¿Y si dejamos un trozo de oro?  Y Lucía dice:  —Que desaparece.","3"
"Una maestra de párvulos observa cómo sus alumnos están dibujando. Se acerca a una niña que trabaja muy concentrada y le pregunta:  —¿Qué estás pintando?  Y la niña responde:  —Estoy dibujando a Dios.  —Pero si nadie sabe cómo es Dios —dice la maestra.  Y la niña, sin levantar la vista de su dibujo, dice:  —Lo sabrás dentro de un minuto. ","3"
"El profe le pregunta a un alumno:  —¿Hoy también te ha hecho los deberes tu padre?  Y el alumno contesta:  —No, esta vez me he equivocado solo. ","3"
"¿Qué es blanco y te hará daño si se cae del árbol?  Una nevera. ","3"
"Dos niños están sentados en los columpios del colegio y uno le dice al otro:  —Juan, por las mañanas no me puedo levantar.  —¿Ah no? Yo me levanto cada día a las tres.  —¿A las tres? ¿Y cómo lo haces?  —Pues digo «una, dos y tres», y me levanto. ","4"
"Dos amigas están tomando el sol en el patio y una le pregunta a la otra:  —¿Qué le dijo la luna al sol?  —No lo sé —dice la amiga.  —¿Tan grande y no te dejan salir de noche? ","3"
"Dos niñas están en el patio, mirando cómo juegan sus hermanitos pequeños, y una le dice a la otra:  —A mi hermanito le han puesto gafas.  Y la amiga responde:  —Que nombre más feo, ¿no? ","5"
"A la hora del recreo, dos niños están echando los restos de sus bocadillos a unas palomas, y uno le dice al otro:  —Pues yo tengo 40 palomas en casa.  —¿Mensajeras? —pregunta el amigo.  —No, no t'ensajero nada. ","3"
"El primer día de clase una niña le pregunta a otra:  —¿Cuál es tu nombre de pila?  Y la niña nueva responde:  —Duracell. ","3"
"Dos niños están comprobando qué les han puesto sus madres para desayunar. Uno saca un bocadillo y el otro una lata de conserva. El niño del bocadillo le dice a su amigo:  —¿Sabes qué? Mi madre me ha comprado un loro que dice «hola».  Y el niño de la lata responde:  —Pues a mi me ha comprado una lata que dice «melocotón en almíbar». ","3"
"Hablando de sus abuelos, una niña le pregunta a su amiga:  —¿Es verdad que a tu abuelo le hirió una bala perdida?  Y la amiga contesta:  —No, no era una bala perdida. La encontraron en su pierna.","3"
"En el patio, esperando para entrar en clase, una niña saca una bolsita de caramelos, se come uno y lo vuelve a guardar. Su amiga, que lo ha visto, se acerca y le pregunta:  —¿Te quedan más?  La niña vuelve a sacar la bolsa, mira en el interior y contesta:  —No, me quedan menos. ","3"
"Un niño le pregunta a su padre:  —Papá, ¿los padres son más inteligentes que los hijos?  —Sí, suelen ser más listos.  Al cabo de un rato vuelve el niño y le hace otra pregunta:  —¿Quién descubrió la gravedad?  —Isaac Newton.  —Gracias, pero hay una cosa que no entiendo. Si los padres son más inteligentes que los hijos, ¿por qué la gravedad no la descubrió el padre de Newton? ","3"
"Un sábado por la noche un montón de fresas van a una discoteca. Una vez dentro, quieren tomar un refresco y como hay mucha gente en la barra deciden esperar su turno. Entonces llega una piña que también quiere tomar algo y, en vez de esperar su turno, pasa por delante de las fresas. Estas, enfadadas, le preguntan:  —Pero, ¿quién te crees que eres?  Y la piña contesta:  —¡La piña colada! ","3"
"¿Qué animal gana siempre todas las carreras?  El piojo, porque siempre va en cabeza.","4"
"En el zoológico dos tigres se ponen a charlar, y uno le dice al otro:  —Oye, ¿sabes que ayer incendiaron la jaula del león?  Sorprendido, el otro tigre pregunta:  —¿Y hay algún sospechoso?  —Sí, las llamas.","5"
"¿Cómo se llama un oso que cuenta chistes?  Chist-oso.","5"
"Iba un ciempiés por el bosque y se tropezó con una ramita, se tropezó con una ramita, se tropezó con una ramita, se tropezó con una ramita, se tropezó con una ramita, se tropezó con una ramita, se tropezó con una ramita…","3"
"En clase, un niño le pregunta a su compañero:  —Oye Ricardo, ¿tú sabes si es cierto que los cisnes cantan antes de morir?  Y su amigo le contesta:  —Sí, es cierto.  El primero pregunta:  —¿Y por qué cantan antes de morir?  A lo que Ricardo responde:  —Hombre, pues porque después no pueden.","3"
